2024-06-20 14:28:12,775 - llm_as_a_service_logger - INFO - login_for_access_token: valid credentials for user admin
2024-06-20 14:28:12,775 - llm_as_a_service_logger - INFO - login_for_access_token: valid credentials for user admin
2024-06-20 14:28:12,775 - llm_as_a_service_logger - INFO - login_for_access_token: valid credentials for user admin
2024-06-20 14:28:12,775 - llm_as_a_service_logger - INFO - login_for_access_token: valid credentials for user admin
2024-06-20 14:28:12,775 - llm_as_a_service_logger - INFO - login_for_access_token: valid credentials for user admin
2024-06-20 14:28:12,775 - llm_as_a_service_logger - INFO - login_for_access_token: valid credentials for user admin
2024-06-20 14:28:12,775 - llm_as_a_service_logger - INFO - login_for_access_token: valid credentials for user admin
2024-06-20 14:28:40,124 - llm_as_a_service_logger - INFO - login_for_access_token: valid credentials for user amin
2024-06-20 14:28:40,124 - llm_as_a_service_logger - INFO - login_for_access_token: valid credentials for user amin
2024-06-20 14:28:40,124 - llm_as_a_service_logger - INFO - login_for_access_token: valid credentials for user amin
2024-06-20 14:28:40,124 - llm_as_a_service_logger - INFO - login_for_access_token: valid credentials for user amin
2024-06-20 14:28:40,124 - llm_as_a_service_logger - INFO - login_for_access_token: valid credentials for user amin
2024-06-20 14:28:40,124 - llm_as_a_service_logger - INFO - login_for_access_token: valid credentials for user amin
2024-06-20 14:28:40,124 - llm_as_a_service_logger - INFO - login_for_access_token: valid credentials for user amin
2024-06-20 14:33:00,710 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605814d30>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:00,710 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605814d30>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:00,710 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605814d30>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:00,710 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605814d30>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:00,710 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605814d30>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:00,710 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605814d30>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:00,710 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605814d30>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:00,710 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605814d30>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:00,710 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605814d30>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:00,710 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605814d30>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:00,710 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605814d30>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:00,710 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605814d30>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:00,710 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605814d30>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:05,718 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f86058148b0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:05,718 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f86058148b0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:05,718 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f86058148b0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:05,718 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f86058148b0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:05,718 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f86058148b0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:05,718 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f86058148b0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:05,718 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f86058148b0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:05,718 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f86058148b0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:05,718 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f86058148b0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:05,718 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f86058148b0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:05,718 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f86058148b0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:05,718 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f86058148b0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:05,718 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f86058148b0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:05,718 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f86058148b0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:05,718 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f86058148b0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:10,726 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605816a70>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:10,726 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605816a70>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:10,726 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605816a70>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:10,726 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605816a70>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:10,726 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605816a70>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:10,726 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605816a70>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:10,726 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605816a70>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:10,726 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605816a70>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:10,726 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605816a70>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:10,726 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605816a70>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:10,726 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605816a70>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:10,726 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605816a70>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:10,726 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605816a70>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:10,726 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605816a70>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:10,726 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605816a70>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:15,735 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a70820>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:15,735 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a70820>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:15,735 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a70820>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:15,735 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a70820>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:15,735 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a70820>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:15,735 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a70820>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:15,735 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a70820>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:15,735 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a70820>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:15,735 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a70820>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:15,735 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a70820>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:15,735 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a70820>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:15,735 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a70820>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:15,735 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a70820>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:15,735 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a70820>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:15,735 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a70820>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:20,742 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a71ed0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:20,742 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a71ed0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:20,742 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a71ed0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:20,742 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a71ed0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:20,742 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a71ed0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:20,742 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a71ed0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:20,742 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a71ed0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:20,742 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a71ed0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:20,742 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a71ed0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:20,742 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a71ed0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:20,742 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a71ed0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:20,742 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a71ed0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:20,742 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a71ed0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:20,742 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a71ed0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:33:20,742 - llm_as_a_service_logger - ERROR - Health check error: HTTPConnectionPool(host='localhost', port=8500): Max retries exceeded with url: /metrics (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f8605a71ed0>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-06-20 14:35:34,019 - llm_as_a_service_logger - INFO - login_for_access_token: valid credentials for user admin
2024-06-20 14:35:34,019 - llm_as_a_service_logger - INFO - login_for_access_token: valid credentials for user admin
2024-06-20 14:35:34,019 - llm_as_a_service_logger - INFO - login_for_access_token: valid credentials for user admin
2024-06-20 14:35:34,019 - llm_as_a_service_logger - INFO - login_for_access_token: valid credentials for user admin
2024-06-20 14:35:34,019 - llm_as_a_service_logger - INFO - login_for_access_token: valid credentials for user admin
2024-06-20 14:35:34,019 - llm_as_a_service_logger - INFO - login_for_access_token: valid credentials for user admin
2024-06-20 14:35:34,019 - llm_as_a_service_logger - INFO - login_for_access_token: valid credentials for user admin
2024-06-20 14:35:46,893 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:35:46,893 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:35:46,893 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:35:46,893 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:35:46,893 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:35:46,893 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:35:46,893 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:35:51,902 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:35:51,902 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:35:51,902 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:35:51,902 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:35:51,902 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:35:51,902 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:35:51,902 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:35:56,910 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:35:56,910 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:35:56,910 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:35:56,910 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:35:56,910 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:35:56,910 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:35:56,910 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:36:01,918 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:36:01,918 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:36:01,918 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:36:01,918 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:36:01,918 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:36:01,918 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:36:01,918 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:36:06,922 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:36:06,922 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:36:06,922 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:36:06,922 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
2024-06-20 14:36:06,922 - llm_as_a_service_logger - ERROR - Health check error: ('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer'))
